0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
18.9290006194,18.9397333972,18.8713049765,18.9438436642,18.888757961,18.8570703991,18.9361538356,18.9396694293,18.9448150151,18.8696448278,18.9399733991,18.8798621054,18.949924252,18.9688041975,18.9681208909,18.9109388142,18.9450009112,18.947301468,18.9200391169,18.9401151196,18.8924299591,18.9500573508,18.9438089484,18.9364392884,18.9339893411,18.906937882,18.9318684182,18.9665388086,18.9178137193,18.9471380175
18.9307957125,18.9397327351,18.8731000716,18.943843002,18.8905530555,18.8588654948,18.9379489285,18.9414645221,18.9466101076,18.871439923,18.939972737,18.8816572002,18.9499235896,18.9688035344,18.9681202279,18.912733908,18.9467960037,18.9490965604,18.9218342103,18.9401144576,18.8942250535,18.9500566884,18.9438082862,18.9382343812,18.935784434,18.9087329759,18.9336635112,18.9665381457,18.9196088127,18.94893311
18.9326907586,18.9397320731,18.8749951198,18.9438423398,18.892448103,18.8607605434,18.9398439744,18.9433595678,18.9485051532,18.8733349712,18.939972075,18.8835522481,18.9499229272,18.9688028713,18.9681195648,18.9146289547,18.9486910493,18.9509916059,18.9237292568,18.9401137955,18.8961201009,18.950056026,18.9438076241,18.9401294271,18.93767948,18.9106280228,18.9355585572,18.9665374827,18.9215038593,18.9508281555
18.9346869572,18.9397314111,18.8769913204,18.9438416777,18.894444303,18.8627567445,18.9418401727,18.945355766,18.9505013512,18.8753311718,18.9399714129,18.8855484484,18.9499222648,18.9688022083,18.9681189018,18.9166251539,18.9506872473,18.9529878038,18.9257254556,18.9401131334,18.8981163007,18.9500553636,18.9438069619,18.9421256254,18.9396756784,18.9126242221,18.9375547557,18.9665368197,18.9235000582,18.9528243534
18.9367830283,18.939730749,18.8790873935,18.9438410155,18.8965403755,18.8648528181,18.9439362435,18.9474518368,18.9525974218,18.877427245,18.9399707509,18.8876445212,18.9499216024,18.9688015452,18.9681182388,18.9187212257,18.9527833178,18.9550838743,18.9278215271,18.9401124714,18.9002123731,18.9500547012,18.9438062997,18.9442216962,18.9417717493,18.914720294,18.9396508267,18.9665361567,18.9255961297,18.9549204239
18.9389784172,18.939730087,18.8812827844,18.9438403533,18.8987357658,18.8670482095,18.9461316322,18.9496472252,18.9547928101,18.8796226359,18.9399700888,18.8898399118,18.94992094,18.9688008822,18.9681175757,18.9209166152,18.9549787061,18.9572792625,18.9300169162,18.9401118093,18.9024077633,18.9500540388,18.9438056375,18.9464170848,18.943967138,18.9169156837,18.9418462155,18.9665354938,18.927791519,18.9571158121
18.9412686505,18.939729425,18.8835730197,18.9438396911,18.9010260005,18.8693384453,18.9484218652,18.9519374582,18.9570830428,18.8819128713,18.9399694268,18.8921301468,18.9499202776,18.9688002191,18.9681169127,18.9232068491,18.9572689389,18.9595694952,18.9323071499,18.9412789372,18.9046979978,18.9500533764,18.9438049753,18.9487073179,18.9462573711,18.9192059177,18.9441364487,18.9665348308,18.9300817527,18.9594060448
18.9436508874,18.9397287629,18.8859552586,18.943839029,18.9034082388,18.8717206847,18.9508041019,18.9543196947,18.9594652792,18.8842951103,18.9399687648,18.8945123855,18.9499196152,18.9687995561,18.9681162497,18.9255890867,18.9596511753,18.9619517315,18.9346893871,18.9436611742,18.9070802361,18.950052714,18.9438043132,18.9510895545,18.9486396079,18.9215881554,18.9465186855,18.9665341678,18.93246399,18.9617882811
18.9461282847,18.9397281009,18.888432658,18.9438383668,18.9058856375,18.8741980846,18.953281499,18.9567970917,18.961942676,18.8867725097,18.9399681027,18.8969897845,18.9499189529,18.9687988931,18.9681155867,18.9280664846,18.962128572,18.9644291282,18.9371667848,18.9461385715,18.9095576347,18.9500520516,18.943803651,18.9535669516,18.951117005,18.9240655535,18.9489960827,18.9665335048,18.9349413877,18.9642656778
20.4721669134,20.7859334631,20.2272641956,20.790113994,20.70793862,20.7281341879,20.7806251456,20.7797491319,20.7264587811,20.7857512775,20.7953011971,20.2512000363,20.7053894762,20.7241280925,20.2052009064,20.8246064931,20.3122446677,20.698050182,20.6995731594,20.6791113067,20.2052939655,20.423222596,20.7655024104,20.8315077592,20.8232185192,20.2017619931,20.679329306,20.726544049,20.7267695414,20.7689109852
20.4721667087,20.7859332529,20.2272639951,20.7901137837,20.7079384111,20.7281339787,20.7806249354,20.7797489218,20.7264585719,20.7857510673,20.7953009867,20.2511998354,20.7053892673,20.7241278834,20.2052007063,20.8246062822,20.3122444657,20.6980499733,20.6995729507,20.6791110983,20.2052937654,20.4232223921,20.7655022005,20.8315075481,20.8232183083,20.2017617931,20.6793290976,20.7265438398,20.7267693322,20.7689107753
20.4721665058,20.7859330444,20.2272637965,20.7901135752,20.7079382041,20.7281337713,20.7806247271,20.7797487135,20.7264583645,20.7857508589,20.7953007781,20.2511996364,20.7053890603,20.724127676,20.2052005081,20.8246060731,20.3122442656,20.6980497664,20.6995727438,20.6791108918,20.2052935672,20.4232221901,20.7655019924,20.8315073389,20.8232180992,20.2017615949,20.6793288911,20.7265436324,20.7267691248,20.7689105672
20.4721663047,20.7859328378,20.2272635997,20.7901133685,20.7079379988,20.7281335657,20.7806245206,20.7797485069,20.7264581589,20.7857506522,20.7953005713,20.2511994392,20.7053888551,20.7241274705,20.2052003117,20.8246058658,20.3122440673,20.6980495613,20.6995725387,20.679110687,20.2052933708,20.4232219898,20.7655017862,20.8315071315,20.8232178919,20.2017613985,20.6793286863,20.7265434268,20.7267689192,20.7689103608
20.4721661053,20.785932633,20.2272634047,20.7901131635,20.7079377953,20.7281333618,20.7806243158,20.7797483022,20.7264579551,20.7857504474,20.7953003663,20.2511992437,20.7053886517,20.7241272667,20.205200117,20.8246056603,20.3122438708,20.698049358,20.6995723353,20.679110484,20.2052931761,20.4232217913,20.7655015817,20.8315069258,20.8232176864,20.2017612039,20.6793284833,20.726543223,20.7267687154,20.7689101563
20.4721659077,20.7859324298,20.2272632114,20.7901129604,20.7079375936,20.7281331597,20.7806241128,20.7797480992,20.726457753,20.7857502443,20.795300163,20.25119905,20.70538845,20.7241270647,20.2051999241,20.8246054565,20.312243676,20.6980491564,20.6995721337,20.6791102828,20.2052929832,20.4232215946,20.7655013789,20.8315067219,20.8232174826,20.2017610111,20.6793282821,20.7265430209,20.7267685133,20.7689099535
20.4721657118,20.7859322285,20.2272630198,20.7901127589,20.7079373936,20.7281329594,20.7806239115,20.7797478979,20.7264575527,20.7857500429,20.7952999615,20.251198858,20.70538825,20.7241268644,20.2051997329,20.8246052544,20.3122434829,20.6980489566,20.6995719339,20.6791100833,20.205292792,20.4232213996,20.7655011779,20.8315065197,20.8232172806,20.20176082,20.6793280826,20.7265428206,20.726768313,20.7689097524
20.4721655177,20.7859320288,20.2272628299,20.7901125592,20.7079371953,20.7281327607,20.7806237119,20.7797476983,20.7264573541,20.7857498432,20.7952997616,20.2511986677,20.7053880517,20.7241266658,20.2051995435,20.8246050541,20.3122432916,20.6980487584,20.6995717357,20.6791098855,20.2052926025,20.4232212063,20.7655009786,20.8315063193,20.8232170803,20.2017606306,20.6793278848,20.726542622,20.7267681143,20.768909553
20.4721653252,20.7859318308,20.2272626418,20.7901123611,20.7079369986,20.7281325638,20.780623514,20.7797475005,20.7264571571,20.7857496452,20.7952995635,20.2511984791,20.7053878552,20.7241264689,20.2051993557,20.8246048554,20.3122431019,20.698048562,20.6995715393,20.6791096894,20.2052924148,20.4232210147,20.765500781,20.8315061205,20.8232168816,20.2017604428,20.6793276887,20.726542425,20.7267679174,20.7689093553
20.4721651344,20.7859316345,20.2272624553,20.7901121647,20.7079368037,20.7281323685,20.7806233178,20.7797473043,20.7264569619,20.7857494489,20.795299367,20.2511982922,20.7053876603,20.7241262737,20.2051991696,20.8246046584,20.3122429139,20.6980483672,20.6995713445,20.679109495,20.2052922286,20.4232208247,20.765500585,20.8315059234,20.8232166847,20.2017602568,20.6793274943,20.7265422298,20.7267677221,20.7689091593
